============================================================
Kurepa Heavy Computation — Start: 2026-03-12 12:03:58
Grenze: p ≤ 10,000,000 | Kerne: 20 | Chunk: 5,000
  Chunk  76:    5,000 Primzahlen (5,487,761–5,566,087) — 1401.2s — Verletzungen: 0
  Chunk  78:    5,000 Primzahlen (5,644,043–5,721,493) — 1427.6s — Verletzungen: 0
  Chunk  80:    5,000 Primzahlen (5,800,159–5,878,139) — 1376.2s — Verletzungen: 0
  Chunk  57:    5,000 Primzahlen (4,027,957–4,103,641) — 1034.9s — Verletzungen: 0
  Chunk  59:    5,000 Primzahlen (4,180,157–4,256,249) — 1031.6s — Verletzungen: 0
  Chunk  61:    5,000 Primzahlen (4,333,103–4,410,323) — 1054.0s — Verletzungen: 0
  Chunk  65:    5,000 Primzahlen (4,639,289–4,716,083) — 1109.0s — Verletzungen: 0
  Chunk  82:    5,000 Primzahlen (5,955,067–6,033,103) — 1417.8s — Verletzungen: 0
  Chunk  84:    5,000 Primzahlen (6,111,643–6,190,033) — 1349.2s — Verletzungen: 0
  Chunk  63:    5,000 Primzahlen (4,485,497–4,562,707) — 993.5s — Verletzungen: 0
  Chunk  67:    5,000 Primzahlen (4,793,363–4,869,877) — 1010.3s — Verletzungen: 0
  Chunk  86:    5,000 Primzahlen (6,268,313–6,345,803) — 1469.4s — Verletzungen: 0
  Chunk  71:    5,000 Primzahlen (5,100,611–5,178,053) — 1209.1s — Verletzungen: 0
  Chunk  69:    5,000 Primzahlen (4,946,257–5,023,309) — 1038.8s — Verletzungen: 0
  Chunk  73:    5,000 Primzahlen (5,254,889–5,332,531) — 1108.9s — Verletzungen: 0
  Chunk  90:    5,000 Primzahlen (6,581,977–6,660,733) — 1426.8s — Verletzungen: 0
  Chunk  88:    5,000 Primzahlen (6,424,969–6,503,513) — 1460.1s — Verletzungen: 0
  Chunk  75:    5,000 Primzahlen (5,410,201–5,487,707) — 1173.9s — Verletzungen: 0
  Chunk  81:    5,000 Primzahlen (5,878,219–5,955,043) — 1196.4s — Verletzungen: 0
  Chunk  77:    5,000 Primzahlen (5,566,091–5,644,033) — 1305.6s — Verletzungen: 0
  Chunk  79:    5,000 Primzahlen (5,721,517–5,800,139) — 1242.3s — Verletzungen: 0
  Chunk  92:    5,000 Primzahlen (6,738,913–6,817,631) — 1446.3s — Verletzungen: 0
  Chunk  94:    5,000 Primzahlen (6,895,403–6,973,919) — 1557.3s — Verletzungen: 0
  Chunk  83:    5,000 Primzahlen (6,033,133–6,111,617) — 1249.1s — Verletzungen: 0
  Chunk  96:    5,000 Primzahlen (7,052,147–7,131,647) — 1519.3s — Verletzungen: 0
  Chunk  98:    5,000 Primzahlen (7,210,807–7,289,467) — 1490.4s — Verletzungen: 0
  Chunk 100:    5,000 Primzahlen (7,368,811–7,447,799) — 1556.4s — Verletzungen: 0
  Chunk  85:    5,000 Primzahlen (6,190,043–6,268,303) — 1273.3s — Verletzungen: 0
  Chunk 102:    5,000 Primzahlen (7,528,151–7,606,579) — 1580.4s — Verletzungen: 0
  Chunk 104:    5,000 Primzahlen (7,685,809–7,765,391) — 1504.0s — Verletzungen: 0
  Chunk  87:    5,000 Primzahlen (6,345,821–6,424,961) — 1373.4s — Verletzungen: 0
  Chunk 106:    5,000 Primzahlen (7,844,773–7,923,953) — 1660.1s — Verletzungen: 0
  Chunk  89:    5,000 Primzahlen (6,503,533–6,581,969) — 1355.4s — Verletzungen: 0
  Chunk  91:    5,000 Primzahlen (6,660,751–6,738,899) — 1420.2s — Verletzungen: 0
  Chunk 108:    5,000 Primzahlen (8,003,561–8,083,477) — 1678.3s — Verletzungen: 0
  Chunk 110:    5,000 Primzahlen (8,163,107–8,242,277) — 1730.8s — Verletzungen: 0
  Chunk 112:    5,000 Primzahlen (8,322,257–8,401,721) — 1781.8s — Verletzungen: 0
  Chunk  93:    5,000 Primzahlen (6,817,651–6,895,397) — 1499.0s — Verletzungen: 0
  Chunk 114:    5,000 Primzahlen (8,482,277–8,561,321) — 1761.9s — Verletzungen: 0
  Chunk  95:    5,000 Primzahlen (6,973,921–7,052,141) — 1485.0s — Verletzungen: 0
  Chunk 116:    5,000 Primzahlen (8,640,689–8,720,281) — 1786.7s — Verletzungen: 0
  Chunk 118:    5,000 Primzahlen (8,799,941–8,880,463) — 1961.2s — Verletzungen: 0
  Chunk  97:    5,000 Primzahlen (7,131,661–7,210,781) — 1617.7s — Verletzungen: 0
  Chunk  99:    5,000 Primzahlen (7,289,479–7,368,791) — 1662.6s — Verletzungen: 0
  Chunk 120:    5,000 Primzahlen (8,960,477–9,041,129) — 2052.3s — Verletzungen: 0
  Chunk 101:    5,000 Primzahlen (7,447,801–7,528,141) — 1628.4s — Verletzungen: 0
  Chunk 103:    5,000 Primzahlen (7,606,597–7,685,807) — 1596.4s — Verletzungen: 0
  Chunk 122:    5,000 Primzahlen (9,121,523–9,201,287) — 2045.9s — Verletzungen: 0
  Chunk 105:    5,000 Primzahlen (7,765,393–7,844,741) — 1796.4s — Verletzungen: 0
  Chunk 124:    5,000 Primzahlen (9,281,071–9,361,249) — 2092.5s — Verletzungen: 0
  Chunk 107:    5,000 Primzahlen (7,923,959–8,003,539) — 1692.4s — Verletzungen: 0
  Chunk 126:    5,000 Primzahlen (9,442,247–9,522,607) — 2117.5s — Verletzungen: 0
  Chunk 109:    5,000 Primzahlen (8,083,541–8,163,049) — 1832.6s — Verletzungen: 0
  Chunk 111:    5,000 Primzahlen (8,242,279–8,322,253) — 1877.1s — Verletzungen: 0
  Chunk 130:    5,000 Primzahlen (9,763,469–9,844,279) — 2106.7s — Verletzungen: 0
  Chunk 128:    5,000 Primzahlen (9,602,479–9,682,613) — 2183.6s — Verletzungen: 0
  Chunk 113:    5,000 Primzahlen (8,401,741–8,482,261) — 1858.1s — Verletzungen: 0
  Chunk 115:    5,000 Primzahlen (8,561,339–8,640,683) — 1811.3s — Verletzungen: 0
  Chunk 132:    4,578 Primzahlen (9,925,519–9,999,991) — 2009.2s — Verletzungen: 0
  Chunk 117:    5,000 Primzahlen (8,720,311–8,799,929) — 1883.3s — Verletzungen: 0
  Chunk 119:    5,000 Primzahlen (8,880,479–8,960,467) — 1835.0s — Verletzungen: 0
  Chunk 121:    5,000 Primzahlen (9,041,141–9,121,493) — 1811.0s — Verletzungen: 0
  Chunk 123:    5,000 Primzahlen (9,201,307–9,281,017) — 1683.3s — Verletzungen: 0
  Chunk 125:    5,000 Primzahlen (9,361,273–9,442,231) — 1655.3s — Verletzungen: 0
  Chunk 127:    5,000 Primzahlen (9,522,637–9,602,471) — 1508.3s — Verletzungen: 0
  Chunk 131:    5,000 Primzahlen (9,844,283–9,925,471) — 1459.3s — Verletzungen: 0
  Chunk 129:    5,000 Primzahlen (9,682,619–9,763,447) — 1435.2s — Verletzungen: 0

============================================================
Fertig: 8396s (2.33h)
Geprüfte Primzahlen: 664,578
Verletzungen (Gegenbeispiele): 0
BESTÄTIGT: Kein Gegenbeispiel bis p = 10000000
Ergebnis gespeichert: /home/claude-code/project/specialist-maths/research/kurepa_result.json
